Id,groupId,matchId,assists,boosts,damageDealt,DBNOs,headshotKills,heals,killPlace,killPoints,kills,killStreaks,longestKill,matchDuration,matchType,maxPlace,numGroups,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,vehicleDestroys,walkDistance,weaponsAcquired,winPoints,winPlacePerc
b3d8d3510cea2e,fe1add753a21b8,f36527209fcb3f,0,0,0.0,0,0,0,86,0,0,0,0.0,1888,solo,96,92,1487,0,0.0,0,0.0,0,0,87.21,0,0,0.0842
0ce2555914012d,45f02bb4b0675f,e6bcd1d5d44b13,0,8,100.0,0,0,2,21,0,1,1,6.025,1429,solo,91,90,1834,0,0.0,0,0.0,0,0,3049.0,5,0,0.9333
de3b8ec3bb06cd,f0c1c59c4ea5fe,c85ad4caed53ad,0,0,0.0,0,0,0,44,0,0,0,0.0,1830,solo,93,90,1484,0,4244.0,0,0.0,0,0,1871.0,4,0,0.8478
672512296cc409,4fedde8412b881,3ecc20658e8a11,0,0,0.0,0,0,0,62,0,0,0,0.0,1858,solo,94,91,1500,0,0.0,0,0.0,0,0,242.6,5,0,0.4194
cb7452bf294a75,a0efa408f530da,bcd1398267d9f1,0,0,0.0,0,0,0,86,0,0,0,0.0,1922,solo,98,94,1493,0,0.0,0,0.0,0,0,68.98,2,0,0.1134
0235b1ba7ea7fb,7b5897ab0d8ba7,a98c09858252b0,0,0,81.06,0,0,0,72,0,0,0,0.0,2005,solo,98,94,1520,0,0.0,0,0.0,0,0,419.9,3,0,0.3093
44e1f4c86b1951,59f6c9a91e83dc,4afae5dbc6b0ef,0,2,349.8,0,1,0,8,0,3,1,99.4,1437,solo,94,92,1503,0,0.0,0,0.0,0,0,1876.0,3,0,0.7634
ed2f211c2a2c43,fe4d4e43d19c9d,3375a747b95baf,0,1,0.0,0,0,0,38,0,0,0,0.0,1946,solo,96,96,1541,0,907.8,0,0.0,0,0,1079.0,6,0,0.9684
545572cacd7331,1961f37a89e5e3,ebce01494936bc,0,0,0.0,0,0,0,90,0,0,0,0.0,1824,solo,95,89,1500,0,0.0,0,0.0,0,0,45.8,1,0,0.0106
ce3cd7bcb793d5,7a0f3c588c51d4,6f80ca66ce332b,0,0,0.0,0,0,0,77,0,0,0,0.0,2059,solo,95,92,1501,0,0.0,0,0.0,0,0,197.0,1,0,0.1915
37c7c85ae6bec3,bbbe8abf580aaa,cecc7706c904d4,0,2,0.0,0,0,0,47,0,0,0,0.0,1927,solo,93,87,1500,0,498.2,0,0.0,0,0,2282.0,2,0,0.663
cb6839622501d5,a61c7915a4c102,2e52d2e1c8885d,0,2,0.0,0,0,1,39,0,0,0,0.0,1898,solo,95,93,1502,0,6329.0,0,0.0,0,0,2549.0,5,0,0.9255
a5b3681a6daf12,e2bc906d1f741c,9564d5459e55ec,0,1,100.0,0,0,1,38,0,1,1,3.741,1716,solo,90,88,1503,0,0.0,0,0.0,0,0,494.8,3,0,0.3146
0f01d6fd6e2879,ee9f5d274efa90,bda1165d1a36e1,0,0,80.15,0,0,0,35,0,1,1,21.88,1788,solo,97,93,1502,0,0.0,0,0.0,0,0,1240.0,4,0,0.4271
4491e6a5313f28,de333c81ce9187,e9541009ccd9db,0,4,704.1,0,1,1,1,0,6,1,140.2,1445,solo,99,94,1533,0,0.0,0,0.0,0,0,3153.0,2,0,0.9898
d8ec883906e2d7,9612b3e575dd30,b3f886e381214e,0,0,0.0,0,0,0,53,0,0,0,0.0,1905,solo,95,92,1510,0,6545.0,0,22.74,0,0,857.5,2,0,0.6809
596a6b3cc45e59,ce395c3fdc7124,5ed11dfb780ebb,0,7,568.1,0,3,2,2,0,6,1,218.3,1977,solo,92,91,1515,0,2540.0,0,126.3,0,0,2833.0,4,0,0.8901
46790c6c7ad1b1,509da4b4634d8e,2000dd830f79a3,0,0,0.0,0,0,0,87,0,0,0,0.0,1422,solo,94,92,1486,0,0.0,0,0.0,0,0,36.98,1,0,0.0753
3907d7ba1c9f47,1db8452802cb45,aa39ed8edf1d35,0,1,0.0,0,0,2,44,0,0,0,0.0,1539,solo,92,85,1498,0,1217.0,0,0.0,0,0,1450.0,2,0,0.8901
deca8628e6e706,974c016e796aba,ded0db3d853db5,0,0,98.28,0,0,0,67,0,0,0,0.0,1510,solo,92,90,1493,0,0.0,0,0.0,0,0,172.1,4,0,0.3736
38e17e7907fd3e,5cba7b247abee2,adba23e73b3c40,0,0,61.04,0,0,0,30,0,1,1,151.5,2180,solo,97,96,1466,0,0.0063,0,15.26,0,0,4576.0,5,0,0.6979
0968320da3d480,148f401a3e61d0,711d5d59103672,0,5,317.0,0,0,3,4,0,4,1,65.66,1391,solo,97,97,1787,0,0.0,0,59.32,0,0,3066.0,5,0,1.0
9cb0d83cc87e0d,6d51818d25ea71,aea9af5ba8b4d9,0,0,0.0,0,0,0,83,0,0,0,0.0,1407,solo,94,91,1483,0,0.0,0,0.0,0,0,61.41,2,0,0.1183
168cda667e19fa,738294298ae513,85cd82abba240a,0,2,290.1,0,1,1,18,0,2,1,10.86,1385,solo,93,89,1470,0,0.0,0,0.0,0,0,1629.0,4,0,0.5435
3f8d6a9b8e2fb9,a507c4e560abe3,65faeab4bf35ea,0,0,90.09,0,0,0,76,0,0,0,0.0,1445,solo,96,95,1629,0,0.0,0,0.0,0,0,147.0,4,0,0.2211
2cfd7e89f3bfb3,2a373a6eeb9b62,6eac69737e4cab,0,2,100.0,0,0,3,25,0,1,1,13.68,2037,solo,96,93,1497,0,2967.0,0,0.0,0,0,1820.0,5,0,0.7263
786ae222687f08,efb3ea75a8eeec,e6bcd1d5d44b13,0,0,19.35,0,0,0,83,0,0,0,0.0,1429,solo,91,90,1468,0,0.0,0,0.0,0,0,17.74,1,0,0.0889
d6abdcf460bd04,6616f1c1b3c7f0,95696ec1600ab6,0,0,0.0,0,0,0,95,0,0,0,0.0,1835,solo,99,99,1500,0,0.0,0,0.0,0,0,49.4,1,0,0.0408
659c6a186a3af9,ead305b8122567,454c1992b1f8e6,0,0,100.0,0,1,0,26,0,1,1,20.29,1924,solo,86,81,1500,0,6150.0,0,0.0,0,0,1495.0,6,0,0.5765
8f499f2ac05e64,51da72dcf49d39,4d3ae971346f4e,0,0,0.0,0,0,0,86,0,0,0,0.0,1755,solo,96,91,1478,0,0.0,0,0.0,0,0,39.3,1,0,0.1158
d8256fe7355e78,fc4a5b33e321c5,25a7ccc078a53a,0,5,294.8,0,0,3,8,0,3,1,235.0,1959,solo,95,90,1635,0,2033.0,1,0.0,0,0,1968.0,8,0,0.9362
a53d1da50f7bfc,f7e83eae8221c4,f371e15a76e172,0,0,100.0,0,1,0,33,0,1,1,8.97,1855,solo,95,87,1508,0,0.0,0,0.0,0,0,153.3,4,0,0.1915
54f6f4bf545843,afd2a57a263a1f,cf77b34e405c46,0,0,75.46,0,0,0,51,0,0,0,0.0,1382,solo,92,92,1500,0,0.0,0,0.0,0,0,452.9,2,0,0.6484
26e1422e6a682b,45308121c8a9aa,3e8c45653d573b,0,0,11.82,0,0,0,60,1000,0,0,0.0,1915,solo,99,94,0,0,3042.0,0,61.92,0,0,1614.0,3,1500,0.4592
4b1520aca7e6c0,62014d0b7fe170,1a58fa4708db6e,0,0,19.35,0,0,0,66,0,0,0,0.0,1409,solo,97,96,1513,0,0.0,0,0.0,0,0,210.3,3,0,0.3542
cc5da8c8ab3c1d,66d65f7030158f,66c8726dfced1a,0,2,96.8,0,0,4,21,0,1,1,128.8,1873,solo,94,91,1502,0,720.0,0,0.0,0,0,3095.0,8,0,0.9032
bfb1da66cd3019,ca4edda074d96a,ce79b1665b2d9e,0,0,100.0,0,0,0,45,0,1,1,25.75,1395,solo,97,97,1499,0,0.0,0,0.0,0,0,81.73,1,0,0.1875
bddccb90a064cf,6784c4f6b44d46,f2605f6831b4c5,0,0,100.0,0,0,1,39,0,1,1,21.59,1766,solo,94,89,1546,0,0.0,0,0.0,0,0,536.5,4,0,0.2796
da9441b0d923c0,2750f104780c25,29d44542fbfd09,0,4,137.6,0,1,7,12,0,2,1,56.81,1882,solo,99,94,1503,0,9238.0,0,0.0,0,0,3254.0,8,0,0.949
67c1490cb945f9,ba66eadd638029,a103e13af03c07,0,0,0.0,0,0,0,90,0,0,0,0.0,1851,solo,96,90,1521,0,0.0,0,0.0,0,0,29.64,1,0,0.0421
9d03c59d55055f,b99596d1a63dd4,52404c6d2dbe79,0,1,163.9,0,0,3,28,0,1,1,8.609,1397,solo,98,97,1482,0,0.0,0,0.0,0,0,1209.0,4,0,0.7938
2c918f36198cf4,34d4683f65ff6f,372ad39c1bdbb9,0,0,0.0,0,0,0,90,0,0,0,0.0,1389,solo,95,92,1483,0,0.0,0,0.0,0,0,58.23,0,0,0.0532
d0f7c6cb2d4e18,44a932d7a2a53a,961fcb2d59815f,0,2,142.6,0,1,2,18,0,1,1,17.67,1392,solo,94,92,1561,0,0.0,0,0.0,0,0,3014.0,2,0,0.9785
644c797e9daa39,8aa3d984cb5e9c,ea3340e97a06d7,0,0,31.02,0,0,0,45,0,0,0,0.0,2182,solo,95,93,1500,0,0.0,0,0.0,0,0,2957.0,11,0,0.766
3539e5e7dad425,e5102973fb4926,fd9350d7ab5ad9,0,6,158.0,0,0,3,14,0,2,1,41.79,1445,solo,97,96,1548,0,1675.0,0,0.0,0,0,1940.0,5,0,0.8854
567d2be1a8790d,28e23602beca5d,8199bf73c4fd32,0,0,0.0,0,0,0,76,0,0,0,0.0,1891,solo,96,91,1500,0,0.0,0,0.0,0,0,171.5,4,0,0.2316
a2a91e9e4cc528,a75fb97a3a9e2a,4fb523b1bfae19,0,1,252.2,0,2,2,19,0,2,1,47.21,1940,solo,93,90,1490,0,864.0,0,0.0,0,0,1114.0,8,0,0.5109
be278543927715,6e5c77507fd53c,c44c1c67ef1d5a,0,0,0.0,0,0,0,45,0,0,0,0.0,1896,solo,99,96,1544,0,0.0,0,0.0,0,0,1331.0,6,0,0.7857
9bad6304fa10a1,54e5906f3a3ba4,f27b3d5f0af51e,0,0,0.0,0,0,0,78,0,0,0,0.0,1387,solo,95,90,1524,0,0.0,0,0.0,0,0,73.09,2,0,0.1915
a33070ac47eab5,263777ab65edeb,7b40b9a2c0666c,0,1,353.3,0,1,2,22,0,2,1,9.021,1374,solo,93,87,1549,0,0.0,0,0.0,0,0,1390.0,3,0,0.6413
740e69fb6c797f,665b1f4ff5d9a3,c0794c7a95d399,0,1,100.0,0,0,1,27,0,1,1,14.31,1901,solo,98,89,1556,0,882.3,0,0.0,0,0,1685.0,4,0,0.5979
983eab3a2d5d9f,1e0331ffa9a762,edca0a52f0c4ac,0,2,305.4,0,2,5,8,0,3,1,145.5,1412,solo,94,92,1457,0,1353.0,0,0.0,0,0,1677.0,6,0,0.957
a0c75d37e29a66,fd5b3f73f4fbe8,e9c9b672aa9ead,0,3,56.67,0,0,6,25,0,1,1,28.82,1868,solo,91,86,1468,0,6762.0,0,0.0,0,0,918.6,8,0,0.7
077cfd3636c115,2f88851136892c,ec6d9fed41c6b0,0,0,189.2,0,0,0,12,0,2,1,20.0,1430,solo,93,87,1584,0,0.0,0,0.0,0,0,1228.0,3,0,0.8696
757b08015fb753,66f5895a92a80a,cb22730cb20462,0,3,427.4,0,2,5,7,0,4,1,18.39,1374,solo,97,93,1551,0,0.0,0,5.048,0,0,1462.0,5,0,0.7188
5150ec9b05a46a,364a08e9330a32,9a8c45de16b02e,0,0,0.0,0,0,0,78,0,0,0,0.0,1422,solo,97,96,1531,0,0.0,0,0.0,0,0,15.74,1,0,0.2604
16625e6860b0ee,381d262a6f81c3,d262f6e20757aa,0,0,36.64,0,0,0,74,0,0,0,0.0,1969,solo,98,94,1500,0,0.0,0,0.0,0,0,287.5,2,0,0.2577
d87a674b9e441b,288c5d4663e444,258bfa48d88014,0,0,26.46,0,0,0,64,0,0,0,0.0,1416,solo,97,93,1497,0,0.0,0,0.0,0,0,55.37,1,0,0.3542
9724217ab3b344,76165e3ec8db9d,eca031ae2c6aaf,0,3,0.0,0,0,0,50,0,0,0,0.0,1527,solo,98,96,1673,0,0.0,0,0.0,0,0,1507.0,5,0,0.8247
7231485819c3ba,def49e19ce348b,8a6494cb6dd26e,0,0,54.45,0,0,0,95,0,0,0,0.0,1899,solo,99,95,1514,0,0.0,0,0.0,0,0,40.33,2,0,0.0408
2b3d96e5d18e0f,a4479f8561430e,c3e95348a7b8db,0,0,0.0,0,0,0,84,0,0,0,0.0,1861,solo,97,93,1500,0,0.0,0,0.0,0,0,89.73,3,0,0.1146
6e46ca4ed703df,c5ed155edc9a48,d8912b3bf5d74f,0,2,100.0,0,0,1,29,0,1,1,158.9,2188,solo,94,90,1455,0,1192.0,0,0.0,0,0,2734.0,5,0,0.7419
a2a26fd3c5be2a,3a3c071fd7412e,3939a51a664d1b,0,0,0.0,0,0,0,95,0,0,0,0.0,1462,solo,97,96,1510,0,0.0,0,0.0,0,0,24.01,1,0,0.0208
9c375c1355006c,2dac7eb6660844,959af837d60e55,0,0,0.0,0,0,0,70,0,0,0,0.0,1442,solo,95,91,1497,0,0.0,0,141.1,0,0,8.485,2,0,0.2766
2d686ea3e3d469,401a32a7bd4033,175b0cabe633c0,0,3,67.21,0,0,1,48,0,0,0,0.0,1515,solo,95,94,1534,0,0.0,0,118.7,0,0,2962.0,4,0,0.8723
ccae67fbcaee2f,c9b5f8afe5264e,0e02e2038f401d,0,7,769.6,0,2,3,3,0,7,1,96.31,1974,solo,92,85,1500,0,0.0,0,0.0,0,0,4245.0,12,0,0.967
795730ac01a9e8,aff75be60bdb62,7f0ecb7f00fbbe,0,0,40.04,0,0,0,79,0,0,0,0.0,1878,solo,97,91,1493,0,0.0,0,0.0,0,0,367.1,2,0,0.2083
6da698a80814cc,5e23567e301332,b27f56be55a46f,0,0,0.0,0,0,0,69,0,0,0,0.0,1403,solo,97,94,1500,0,0.0,0,0.0,0,0,178.5,4,0,0.3125
88659e7b0c1a10,2960db9aca89ea,d3034ff9d34828,0,0,0.0,0,0,0,68,0,0,0,0.0,1396,solo,96,95,1500,0,0.0,0,0.0,0,0,0.0,0,0,0.3368
41a0ee75a90505,16849956590a82,3375a747b95baf,0,1,237.6,0,0,5,19,0,2,1,10.08,1946,solo,96,96,1500,0,0.0,0,0.0,0,0,365.8,4,0,0.4842
3347edee62a8fe,d906fec5d39136,60bd2b2b689103,0,0,197.1,0,1,0,35,0,1,1,56.45,1888,solo,96,94,1548,0,0.0,0,0.0,0,0,1093.0,6,0,0.4105
b18f2b8292e782,5d8390ebacfc6f,d411ce783d6005,0,3,200.0,0,0,5,16,0,2,1,24.17,1927,solo,96,93,1500,0,748.7,0,45.49,0,0,1740.0,2,0,0.7474
bc81ac812cd4dc,58b2019def471c,51bc2dfec8c45c,0,1,293.9,0,1,4,21,0,2,1,19.12,1388,solo,95,93,1504,0,0.0,0,0.0,0,0,396.4,3,0,0.4681
ba3de472006e2e,b9c80233f071be,df1f9f6ced4935,0,1,0.0,0,0,2,57,0,0,0,0.0,1890,solo,96,92,1500,0,0.0,0,0.0,0,0,1917.0,4,0,0.6105
5b74a8cb8e07b0,936f7f3684c5b0,27ca17fa08df8b,0,0,90.0,0,0,0,37,0,1,1,2.883,2017,solo,98,92,1545,0,0.0234,1,2.865,1,0,1394.0,0,0,0.2165
ec32bb6109aa19,95910c07e1e1a2,d290d6472e7eec,0,4,73.8,0,0,0,28,0,1,1,6.144,1847,solo,96,90,1531,0,5359.0,1,0.0,0,0,2104.0,3,0,0.6737
06f41deb1890cd,2e47bfa667e680,2a873c8b7464a7,0,1,0.0,0,0,2,69,0,0,0,0.0,1396,solo,96,94,1512,0,0.0,0,0.0,0,0,340.4,2,0,0.3474
e265619e7c9816,61860e44bab656,c88eed3eaba0ad,0,0,0.0,0,0,0,51,0,0,0,0.0,1427,solo,94,93,1590,0,0.0,0,0.0,0,0,220.4,3,0,0.5806
4f6bdab726c1e5,6fac826bfb560a,607ed2a32c1421,0,0,164.0,0,0,0,39,0,1,1,14.36,1816,solo,98,96,1483,0,0.0,0,0.0,0,0,285.5,3,0,0.2062
871f2076f96e75,d4f20e92515344,9335f58db98047,0,0,0.0,0,0,0,91,0,0,0,0.0,1885,solo,96,91,1512,0,0.0,0,0.0,0,0,0.0,1,0,0.0526
644e613cdca7d5,315e4256f274f9,50e10af5305dc6,0,2,335.5,0,1,4,6,0,3,1,26.44,1403,solo,94,91,1501,0,829.2,0,0.0,0,0,1214.0,5,0,0.9355
39ba94ac977135,8f54a09e277a2a,69213d15bab255,0,4,393.0,0,1,8,6,0,4,1,24.19,1799,solo,94,87,1704,0,3033.0,0,0.0,0,0,2179.0,7,0,0.9355
cb41e12f667402,f8dd3aa8562d59,7736ac5835882c,0,0,65.52,0,0,0,72,0,0,0,0.0,1366,solo,93,90,1600,0,0.0,0,0.0,0,0,204.3,4,0,0.2283
930360bee55b80,1996929c06f5a5,d525c2f7b62ec3,0,2,0.0,0,0,6,57,0,0,0,0.0,1776,solo,96,93,1545,0,994.4,0,0.0,0,0,1332.0,3,0,0.4526
1c1bd441000c0c,f49c346dd3764b,f2105e435a310e,0,1,100.0,0,0,1,36,0,1,1,10.9,1843,solo,98,96,1489,0,0.0,0,0.0,0,0,2610.0,4,0,0.433
78a7aebb43a34a,52aa27b4fcf1ef,80c1f726e38b61,0,0,97.44,0,0,0,31,0,1,1,30.44,1456,solo,97,97,1503,0,967.1,0,0.0,0,0,511.8,5,0,0.6458
4a0c956bc2e8a9,6363edb0d127f9,6eea9355ad9778,0,0,133.1,0,1,0,33,0,1,1,148.7,1984,solo,96,95,1444,0,2941.0,0,0.0,0,0,655.0,5,0,0.5158
fd330bfd672ad8,1794504dc107a4,f3fb62e76928ca,0,1,120.6,0,0,4,27,0,1,1,1.734,2193,solo,98,97,1483,0,123.5,0,0.0,0,0,1417.0,5,0,0.701
de165306f3c441,4e716a7afadb0d,288b041d9381d6,0,1,0.0,0,0,3,42,0,0,0,0.0,1390,solo,90,90,1642,0,0.0,0,0.0,0,0,2539.0,6,0,0.8202
ca4a3f67eca5cb,a04d2d38abcaf6,25c6933522ab12,0,0,0.0,0,0,0,53,0,0,0,0.0,1953,solo,98,96,1502,0,0.0,0,0.0,0,0,700.2,2,0,0.5876
3db2896879c7d1,042aa441207aa0,a7e8a72c72a9d5,0,4,350.7,0,1,3,13,0,2,1,47.83,1472,solo,94,93,1743,0,0.0,0,0.0,0,0,2732.0,5,0,0.9677
eb19ef7f6fcd4c,8d36afe0e95d43,702b5bd5c5b6b1,0,0,32.13,0,0,0,84,1410,0,0,0.0,2180,solo,97,93,0,0,0.0,0,0.0,0,0,101.7,1,1695,0.125
a1528980766d41,7af3c02e2befcf,f2327fe32111a1,0,0,47.0,0,0,0,77,0,0,0,0.0,1886,solo,96,93,1508,0,0.0,0,0.0,0,0,393.9,5,0,0.2316
9a147306003922,2a6e25f5bdd925,eb7b4066fb4689,0,0,0.0,0,0,0,73,0,0,0,0.0,1509,solo,97,96,1500,0,0.0,0,0.0,0,0,35.53,2,0,0.2604
506a7ef86e7631,9ceea653f62341,cecc7706c904d4,0,0,123.4,0,0,0,33,0,1,1,6.179,1927,solo,93,87,1483,0,0.0,0,0.0,0,0,1038.0,4,0,0.3587
51960adf6818fa,c940d206236881,f83a830099faf7,0,1,200.0,0,0,0,15,989,2,1,24.33,1445,solo,98,97,0,0,0.0,0,0.0,0,0,877.4,4,1491,0.7526
8d5a39a551d9aa,2e2ed5829a9922,eeb58ea74532b9,0,0,92.48,0,0,0,65,0,0,0,0.0,1310,solo,95,95,1522,0,0.0,0,0.0,0,0,312.8,1,0,0.4149
6408db83d5f721,c2768420fa68cc,cce05352cedd2b,0,0,0.0,0,0,0,81,0,0,0,0.0,1372,solo,98,96,1503,0,0.0,0,0.0,0,0,55.2,1,0,0.1753
91c2df76aad6dd,e688661d0a487c,239d539a768476,0,4,263.9,0,1,2,6,0,3,1,11.61,1891,solo,95,92,1500,0,1048.0,0,0.0,0,0,1970.0,8,0,0.9149
916ea9884fa828,d70dfa51afbb7e,395c9434ae2b86,0,0,0.0,0,0,0,56,0,0,0,0.0,1889,solo,93,89,1505,0,0.0,0,0.0,0,0,695.2,8,0,0.6304
e5a4cd18da092e,953bcdb1678858,81eda45d37b2bc,0,0,0.0,0,0,0,70,0,0,0,0.0,1422,solo,97,96,1594,0,0.0,0,0.0,0,0,335.6,4,0,0.3229
4a76b338980022,496be6a102ff2a,a6af9a30eef6fe,0,0,100.0,0,0,0,37,0,1,1,10.04,1400,solo,99,95,1610,0,0.0,0,0.0,0,0,44.15,3,0,0.2959
a61c7cb2b0d17f,aea519a95460e6,4a0749b578c69c,0,0,0.0,0,0,0,88,0,0,0,0.0,1903,solo,95,95,1488,0,0.0,0,0.0,0,0,59.95,2,0,0.0745
a3c307e3c07f8b,18adaa8df9c0d7,78807c352ec087,0,0,100.0,0,1,0,39,0,1,1,15.13,1919,solo,94,87,1494,0,0.0,0,0.0,0,0,525.5,3,0,0.2688
a36852a335f4eb,f319c2e925593a,871d47daad2758,0,0,0.0,0,0,0,51,0,0,0,0.0,1366,solo,97,96,1515,0,0.0,0,0.0,0,0,1114.0,7,0,0.7188
08845c1e628716,c7e88c6539016b,297de492d4ca92,0,3,0.0,0,0,0,57,0,0,0,0.0,1908,solo,97,95,1500,0,4856.0,0,0.0,0,0,1698.0,4,0,0.6146
a5b1088d92df44,191931b8b8658c,9c3b53233489ba,0,0,100.0,0,0,0,40,0,1,1,13.7,1928,solo,93,88,1500,0,0.0,0,0.0,0,0,196.5,6,0,0.2391
60150414d015cf,480132555627d1,3608c5b65e08ac,0,0,0.0,0,0,0,83,0,0,0,0.0,1864,solo,96,92,1500,0,0.0,0,0.0,0,0,33.48,2,0,0.1474
de44de8fd62df1,9b5bd5aa48db23,0696cdebb7a89a,0,3,55.86,0,0,1,51,0,0,0,0.0,1468,solo,93,91,1717,0,0.0,0,0.0,0,0,2573.0,4,0,0.75
9957de572be80b,1d6e8d994cc70c,89744378e7d896,0,0,0.0,0,0,0,94,0,0,0,0.0,1448,solo,97,93,1500,0,0.0,0,0.0,0,0,44.66,1,0,0.0208
9a15d2146fab57,ace7df6d9608ed,1f1e5fdfce200d,0,0,42.57,0,0,0,82,0,0,0,0.0,1226,solo,98,94,1459,0,0.0,0,0.0,0,0,270.1,3,0,0.134
0b051e4a7354da,1210dbda6d557c,68318dc5d54c0f,0,3,320.8,0,1,3,11,0,2,1,37.12,1469,solo,95,92,1535,0,0.0,0,0.0,0,0,2746.0,8,0,0.9681
88a8f536c85793,3275e3917e8dd9,d2c495ff7b1884,0,0,0.0,0,0,0,84,0,0,0,0.0,2196,solo,97,90,1496,0,0.0,0,0.0,0,0,134.0,1,0,0.1146
3c68c8b0b1f123,ea5c4f95548e0e,fd9350d7ab5ad9,0,0,77.4,0,0,0,74,0,0,0,0.0,1445,solo,97,96,1510,0,0.0,0,0.0,0,0,55.56,2,0,0.25
598827a18839cf,01f95bce024ce8,ee01d98440e16e,0,0,0.0,0,0,0,76,0,0,0,0.0,1386,solo,92,89,1543,0,0.0,0,0.0,0,0,37.81,2,0,0.1648
1f89c3d184f0e1,c3dfb9b538f14a,29b579c1832775,0,0,200.0,0,0,1,16,0,2,1,64.44,1446,solo,95,92,1527,0,0.0,0,0.0,0,0,332.2,4,0,0.4043
21afbc882871bc,bff9800566e779,9d7323b8d928e7,0,0,95.89,0,0,0,78,0,0,0,0.0,1352,solo,99,98,1493,0,0.0,0,0.0,0,0,171.5,1,0,0.2449
bb759b09b2b137,54264621ef575d,c608582a5a22d6,0,1,100.0,0,0,1,35,0,1,1,3.798,2185,solo,97,95,1692,0,0.0,0,0.0,0,0,270.3,6,0,0.375
cad12fb16abf73,52bfd325587eb2,90fd3dc62829cb,0,4,120.2,0,0,5,40,0,0,0,0.0,1967,solo,94,91,1512,0,1151.0,0,19.97,0,0,3803.0,6,0,0.9462
1869c5a2c42aed,c75bc4c1516553,761fb09bb58d0c,0,0,0.0,0,0,0,54,0,0,0,0.0,1950,solo,97,92,1500,0,0.0225,0,404.9,0,0,2131.0,4,0,0.625
faf854c0a4a046,4ad7c959232285,09e58f50619f92,0,7,288.2,0,1,5,10,0,2,1,153.2,1440,solo,96,95,1539,0,0.0,0,0.0,0,0,3487.0,5,0,0.9368
183905f4c96dba,016c9f4b55c574,36532a5b163cbb,0,0,0.0,0,0,0,69,0,0,0,0.0,2159,solo,96,95,1554,0,0.0,0,0.0,0,0,303.8,2,0,0.3579
